GS.WDT.2008183000000.BHE[115335, 117675]
XX.HSH.2008212000000.BHN[3233915, 3248585]
XX.HSH.2008212000000.BHN[3307050, 3310890]
XX.HSH.2008212000000.BHN[3597945, 3605085]
XX.HSH.2008212000000.BHN[3612730, 3621670]
XX.HSH.2008212000000.BHN[3680815, 3682615]
XX.HSH.2008212000000.BHN[4737725, 4739195]
XX.HSH.2008212000000.BHN[6580660, 6583330]
XX.HSH.2008212000000.BHN[6583710, 6588120]
XX.HSH.2008212000000.BHN[6693870, 6696600]
XX.HSH.2008212000000.BHN[8184025, 8187625]
XX.HSH.2008198000000.BHZ[388765, 395185]
XX.HSH.2008198000000.BHZ[1554175, 1557835]
XX.HSH.2008198000000.BHZ[1571830, 1574440]
XX.HSH.2008198000000.BHZ[5680635, 5683515]
XX.MXI.2008190000000.BHN[77655, 79365]
XX.MXI.2008190000000.BHN[1625050, 1626760]
XX.MXI.2008190000000.BHN[1636410, 1637580]
XX.MXI.2008190000000.BHN[1804085, 1806365]
XX.MXI.2008190000000.BHN[2055310, 2056780]
XX.MXI.2008190000000.BHN[2182530, 2184030]
XX.MXI.2008190000000.BHN[2575155, 2576445]
XX.MXI.2008190000000.BHN[2654765, 2655995]
XX.MXI.2008190000000.BHN[2841185, 2842745]
XX.MXI.2008190000000.BHN[2863780, 2865760]
XX.MXI.2008190000000.BHN[3073315, 3074695]
XX.MXI.2008190000000.BHN[3130690, 3134200]
XX.MXI.2008190000000.BHN[3143835, 3145065]
XX.MXI.2008190000000.BHN[3166805, 3168665]
XX.MXI.2008190000000.BHN[3169000, 3170200]
XX.MXI.2008190000000.BHN[3202205, 3204245]
XX.MXI.2008190000000.BHN[3845030, 3846230]
XX.MXI.2008190000000.BHN[3907015, 3908365]
XX.MXI.2008190000000.BHN[4141855, 4143505]
XX.MXI.2008190000000.BHN[4415895, 4419045]
XX.MXI.2008190000000.BHN[4424860, 4429510]
XX.MXI.2008190000000.BHN[5261410, 5262970]
XX.MXI.2008190000000.BHN[5330845, 5333185]
XX.MXI.2008190000000.BHN[5427300, 5428950]
XX.MXI.2008190000000.BHN[7130410, 7131610]
XX.JJS.2008212000000.BHN[219265, 220825]
XX.JJS.2008212000000.BHN[2686415, 2687645]
XX.JJS.2008212000000.BHN[3737110, 3738370]
XX.JJS.2008212000000.BHN[5526360, 5529000]
XX.JJS.2008212000000.BHN[5544115, 5546185]
XX.JJS.2008212000000.BHN[5546150, 5548190]
XX.JJS.2008212000000.BHN[5548145, 5550185]
XX.JJS.2008212000000.BHN[5570285, 5571455]
XX.JJS.2008212000000.BHN[5576775, 5590005]
XX.JJS.2008212000000.BHN[5590410, 5594010]
XX.JJS.2008212000000.BHN[5594410, 5598010]
XX.JJS.2008212000000.BHN[5598415, 5602015]
XX.JJS.2008212000000.BHN[5602420, 5606020]
XX.JJS.2008212000000.BHN[5606425, 5610025]
XX.JJS.2008212000000.BHN[5610410, 5614040]
XX.JJS.2008212000000.BHN[5747590, 5750020]
XX.JJS.2008212000000.BHN[6941980, 6943210]
XX.JJS.2008212000000.BHN[6967685, 6969245]
XX.JJS.2008212000000.BHN[7901600, 7903640]
XX.MXI.2008204000000.BHN[33625, 35845]
XX.MXI.2008204000000.BHN[128365, 130735]
XX.MXI.2008204000000.BHN[273645, 275715]
XX.MXI.2008204000000.BHN[320735, 322025]
XX.MXI.2008204000000.BHN[334170, 336390]
XX.MXI.2008204000000.BHN[428855, 433175]
XX.MXI.2008204000000.BHN[433070, 434600]
XX.MXI.2008204000000.BHN[454090, 456250]
XX.MXI.2008204000000.BHN[485330, 486710]
XX.MXI.2008204000000.BHN[820140, 821310]
XX.MXI.2008204000000.BHN[821990, 823520]
XX.MXI.2008204000000.BHN[1303530, 1306110]
XX.MXI.2008204000000.BHN[1614450, 1616940]
XX.MXI.2008204000000.BHN[1645340, 1646900]
XX.MXI.2008204000000.BHN[1824250, 1825630]
XX.MXI.2008204000000.BHN[1877445, 1879245]
XX.MXI.2008204000000.BHN[1900815, 1902045]
XX.MXI.2008204000000.BHN[1910425, 1912255]
XX.MXI.2008204000000.BHN[1993675, 1995415]
XX.MXI.2008204000000.BHN[2124535, 2126755]
XX.MXI.2008204000000.BHN[2193720, 2195100]
XX.MXI.2008204000000.BHN[2642170, 2643430]
XX.MXI.2008204000000.BHN[2761900, 2763280]
XX.MXI.2008204000000.BHN[2802905, 2804075]
XX.MXI.2008204000000.BHN[2818985, 2821325]
XX.MXI.2008204000000.BHN[2866480, 2867890]
XX.MXI.2008204000000.BHN[3241655, 3243065]
XX.MXI.2008204000000.BHN[3370790, 3372020]
XX.MXI.2008204000000.BHN[3406175, 3407555]
XX.MXI.2008204000000.BHN[3413820, 3415800]
XX.MXI.2008204000000.BHN[3731155, 3732565]
XX.MXI.2008204000000.BHN[3749265, 3750975]
XX.MXI.2008204000000.BHN[3842815, 3844435]
XX.MXI.2008204000000.BHN[3844110, 3846240]
XX.MXI.2008204000000.BHN[3870985, 3873955]
XX.MXI.2008204000000.BHN[3935310, 3937800]
XX.MXI.2008204000000.BHN[4060610, 4061900]
XX.MXI.2008204000000.BHN[4169235, 4171365]
XX.MXI.2008204000000.BHN[4542970, 4545280]
XX.MXI.2008204000000.BHN[4623765, 4626825]
XX.MXI.2008204000000.BHN[4667415, 4669365]
XX.MXI.2008204000000.BHN[4699000, 4700590]
XX.MXI.2008204000000.BHN[5503800, 5505150]
XX.MXI.2008204000000.BHN[5584945, 5587015]
XX.MXI.2008204000000.BHN[6703850, 6705110]
XX.MXI.2008204000000.BHN[7074825, 7076175]
XX.MXI.2008204000000.BHN[7670715, 7672035]
XX.MXI.2008204000000.BHN[7672035, 7674735]
XX.MXI.2008204000000.BHN[7675315, 7676515]
XX.MXI.2008204000000.BHN[7840040, 7841480]
XX.MXI.2008204000000.BHN[7888285, 7889605]
XX.MXI.2008204000000.BHN[8226645, 8228175]
XX.JJS.2008198000000.BHZ[1367305, 1370155]
XX.JJS.2008198000000.BHZ[2359905, 2365485]
XX.JJS.2008198000000.BHZ[3485760, 3488250]
XX.JJS.2008198000000.BHZ[4481625, 4483095]
XX.JJS.2008198000000.BHZ[8268175, 8271325]
XX.MXI.2008213000000.BHZ[38635, 41365]
XX.MXI.2008213000000.BHZ[167725, 168925]
XX.MXI.2008213000000.BHZ[169385, 172325]
XX.MXI.2008213000000.BHZ[298935, 303915]
XX.MXI.2008213000000.BHZ[364540, 368890]
XX.MXI.2008213000000.BHZ[404810, 408440]
XX.MXI.2008213000000.BHZ[553175, 554915]
XX.MXI.2008213000000.BHZ[774260, 777800]
XX.MXI.2008213000000.BHZ[880975, 885265]
XX.MXI.2008213000000.BHZ[1028940, 1030710]
XX.MXI.2008213000000.BHZ[1078550, 1080590]
XX.MXI.2008213000000.BHZ[1348575, 1352355]
XX.MXI.2008213000000.BHZ[1352295, 1355925]
XX.MXI.2008213000000.BHZ[1757125, 1759975]
XX.MXI.2008213000000.BHZ[1811220, 1814940]
XX.MXI.2008213000000.BHZ[2074205, 2075495]
XX.MXI.2008213000000.BHZ[2510480, 2513900]
XX.MXI.2008213000000.BHZ[2566620, 2570160]
XX.MXI.2008213000000.BHZ[2679230, 2683490]
XX.MXI.2008213000000.BHZ[2884915, 2887195]
XX.MXI.2008213000000.BHZ[2966060, 2968100]
XX.MXI.2008213000000.BHZ[2970370, 2976190]
XX.MXI.2008213000000.BHZ[3003535, 3005635]
XX.MXI.2008213000000.BHZ[3160980, 3163380]
XX.MXI.2008213000000.BHZ[3165850, 3168130]
XX.MXI.2008213000000.BHZ[3171740, 3174830]
XX.MXI.2008213000000.BHZ[3176880, 3178560]
XX.MXI.2008213000000.BHZ[3328245, 3329775]
XX.MXI.2008213000000.BHZ[3336090, 3338970]
XX.MXI.2008213000000.BHZ[3364145, 3366065]
XX.MXI.2008213000000.BHZ[3392025, 3400725]
XX.MXI.2008213000000.BHZ[3524465, 3528305]
XX.MXI.2008213000000.BHZ[3616485, 3618315]
XX.MXI.2008213000000.BHZ[3768610, 3772780]
XX.MXI.2008213000000.BHZ[4177620, 4180260]
XX.MXI.2008213000000.BHZ[4219335, 4220955]
XX.MXI.2008213000000.BHZ[4231590, 4234980]
XX.MXI.2008213000000.BHZ[4235080, 4236760]
XX.MXI.2008213000000.BHZ[4238960, 4241840]
XX.MXI.2008213000000.BHZ[4262570, 4264070]
XX.MXI.2008213000000.BHZ[4271430, 4272930]
XX.MXI.2008213000000.BHZ[4286115, 4288365]
XX.MXI.2008213000000.BHZ[4425265, 4427665]
XX.MXI.2008213000000.BHZ[4464255, 4468185]
XX.MXI.2008213000000.BHZ[4482860, 4484030]
XX.MXI.2008213000000.BHZ[4677785, 4681535]
XX.MXI.2008213000000.BHZ[4734760, 4738120]
XX.MXI.2008213000000.BHZ[4973610, 4979370]
XX.MXI.2008213000000.BHZ[5491640, 5496110]
XX.JMG.2008212000000.BHZ[1324220, 1326500]
XX.JMG.2008212000000.BHZ[1451160, 1452930]
XX.JMG.2008212000000.BHZ[2461535, 2464175]
XX.JMG.2008212000000.BHZ[3261085, 3264355]
XX.JMG.2008212000000.BHZ[3732395, 3738545]
XX.JMG.2008212000000.BHZ[4194420, 4197660]
XX.JMG.2008212000000.BHZ[5147935, 5150695]
XX.JMG.2008212000000.BHZ[5795820, 5799330]
XX.JMG.2008212000000.BHZ[6942765, 6947655]
XX.JMG.2008206000000.BHN[121915, 123205]
XX.JMG.2008206000000.BHN[501685, 504715]
XX.JMG.2008206000000.BHN[1343810, 1345430]
XX.JMG.2008206000000.BHN[2609560, 2612500]
XX.JMG.2008206000000.BHN[2612310, 2613690]
XX.JMG.2008206000000.BHN[2614270, 2615650]
XX.JMG.2008206000000.BHN[2682485, 2685755]
XX.JMG.2008206000000.BHN[3403605, 3404865]
XX.JMG.2008206000000.BHN[4553580, 4554750]
XX.JMG.2008206000000.BHN[4650035, 4651835]
XX.JMG.2008206000000.BHN[4654290, 4655910]
XX.JMG.2008206000000.BHN[5356530, 5359470]
XX.JMG.2008206000000.BHN[6459770, 6462140]
XX.JMG.2008206000000.BHN[6944060, 6946760]
XX.JMG.2008206000000.BHN[7362820, 7365340]
XX.JMG.2008206000000.BHN[7425045, 7426305]
XX.JMG.2008206000000.BHN[7470535, 7472785]
XX.JMG.2008206000000.BHN[7542170, 7543880]
XX.JMG.2008206000000.BHN[7811790, 7813320]
XX.JMG.2008206000000.BHN[8395910, 8398310]
XX.JMG.2008206000000.BHN[8476435, 8479105]
XX.JMG.2008206000000.BHN[8636620, 8639980]
XX.MXI.2008197000000.BHN[4912430, 4915250]
XX.MXI.2008197000000.BHN[6079410, 6083580]
XX.MXI.2008197000000.BHN[8151375, 8152965]
XX.MXI.2008197000000.BHN[8232255, 8234295]
XX.MXI.2008197000000.BHN[8304745, 8306635]
XX.MXI.2008197000000.BHN[8310200, 8314010]
XX.MXI.2008197000000.BHN[8373970, 8375980]
XX.MXI.2008197000000.BHN[8466420, 8470200]
XX.MXI.2008197000000.BHN[8528385, 8533065]
XX.MXI.2008197000000.BHN[8530900, 8544100]
XX.MXI.2008197000000.BHN[8542975, 8549995]
XX.SPA.2008185000000.BHZ[2497415, 2501555]
XX.HSH.2008206000000.BHN[516740, 522350]
XX.HSH.2008206000000.BHN[600235, 601735]
XX.HSH.2008206000000.BHN[656220, 658020]
XX.HSH.2008206000000.BHN[1162080, 1164870]
XX.HSH.2008206000000.BHN[1999460, 2001710]
XX.HSH.2008206000000.BHN[2001390, 2003550]
XX.HSH.2008206000000.BHN[2144120, 2146790]
XX.HSH.2008206000000.BHN[2538325, 2540215]
XX.HSH.2008206000000.BHN[2597510, 2602790]
XX.HSH.2008206000000.BHN[2601840, 2607750]
XX.HSH.2008206000000.BHN[2607415, 2609875]
XX.HSH.2008206000000.BHN[2609635, 2611375]
XX.HSH.2008206000000.BHN[2611095, 2613045]
XX.HSH.2008206000000.BHN[4276865, 4278035]
XX.HSH.2008206000000.BHN[4399915, 4402975]
XX.HSH.2008206000000.BHN[4462240, 4464520]
XX.HSH.2008206000000.BHN[4487140, 4488880]
XX.HSH.2008206000000.BHN[4654990, 4656640]
XX.HSH.2008206000000.BHN[5117895, 5119635]
XX.HSH.2008206000000.BHN[5402805, 5404455]
XX.HSH.2008206000000.BHN[6775485, 6776745]
XX.HSH.2008206000000.BHN[7693905, 7695495]
XX.HSH.2008206000000.BHN[7717020, 7718610]
XX.HSH.2008206000000.BHN[7798030, 7799620]
XX.HSH.2008206000000.BHN[7945750, 7947550]
XX.HSH.2008206000000.BHN[7946950, 7950760]
XX.MXI.2008210000000.BHZ[1890, 3360]
XX.MXI.2008210000000.BHZ[3785, 5045]
XX.MXI.2008210000000.BHZ[12620, 14450]
XX.MXI.2008210000000.BHZ[22205, 23585]
XX.MXI.2008210000000.BHZ[489945, 494265]
XX.MXI.2008210000000.BHZ[737135, 740315]
XX.MXI.2008210000000.BHZ[821025, 822795]
XX.MXI.2008210000000.BHZ[995045, 996545]
XX.MXI.2008210000000.BHZ[1170635, 1172495]
XX.MXI.2008210000000.BHZ[1371690, 1372950]
XX.MXI.2008210000000.BHZ[1486255, 1487725]
XX.MXI.2008210000000.BHZ[1512510, 1514520]
XX.MXI.2008210000000.BHZ[1674935, 1676255]
XX.MXI.2008210000000.BHZ[1680665, 1682225]
XX.MXI.2008210000000.BHZ[1910110, 1912150]
XX.MXI.2008210000000.BHZ[2127215, 2128775]
XX.MXI.2008210000000.BHZ[2398810, 2402860]
XX.MXI.2008210000000.BHZ[2485240, 2489260]
XX.MXI.2008210000000.BHZ[2773450, 2775130]
XX.MXI.2008210000000.BHZ[2874655, 2876665]
XX.MXI.2008210000000.BHZ[3183890, 3185240]
XX.MXI.2008210000000.BHZ[3204675, 3205875]
XX.MXI.2008210000000.BHZ[3290090, 3291470]
XX.MXI.2008210000000.BHZ[3310365, 3311985]
XX.MXI.2008210000000.BHZ[3371650, 3373390]
XX.MXI.2008210000000.BHZ[3574775, 3577565]
XX.MXI.2008210000000.BHZ[3632240, 3633710]
XX.MXI.2008210000000.BHZ[3641000, 3642170]
XX.MXI.2008210000000.BHZ[3774810, 3776040]
XX.MXI.2008210000000.BHZ[3910835, 3915725]
XX.MXI.2008210000000.BHZ[4241735, 4243325]
XX.MXI.2008210000000.BHZ[4250685, 4258245]
XX.MXI.2008210000000.BHZ[4266155, 4268165]
XX.MXI.2008210000000.BHZ[4386760, 4388710]
XX.MXI.2008210000000.BHZ[4826815, 4830925]
XX.MXI.2008210000000.BHZ[4954480, 4957210]
XX.MXI.2008210000000.BHZ[5131480, 5133490]
XX.MXI.2008210000000.BHZ[5312655, 5314215]
XX.MXI.2008210000000.BHZ[5662085, 5664575]
XX.MXI.2008210000000.BHZ[5667900, 5669520]
XX.MXI.2008210000000.BHZ[6436155, 6437595]
XX.MXI.2008210000000.BHZ[6606235, 6607525]
XX.MXI.2008210000000.BHZ[6833185, 6835885]
XX.MXI.2008210000000.BHZ[6901025, 6902285]
XX.MXI.2008210000000.BHZ[7192180, 7193500]
XX.MXI.2008210000000.BHZ[7202785, 7205455]
XX.MXI.2008210000000.BHZ[7635425, 7636895]
XX.MXI.2008210000000.BHZ[8164710, 8168340]
XX.MXI.2008210000000.BHZ[8182370, 8184380]
XX.MXI.2008210000000.BHZ[8480820, 8483610]
XX.MXI.2008210000000.BHZ[8583475, 8585425]
XX.JMG.2008199000000.BHE[152435, 155315]
XX.JMG.2008199000000.BHE[234490, 235840]
XX.JMG.2008199000000.BHE[261005, 264095]
XX.JMG.2008199000000.BHE[713165, 715955]
XX.JMG.2008199000000.BHE[792875, 794375]
XX.JMG.2008199000000.BHE[1652320, 1654210]
XX.JMG.2008199000000.BHE[1687545, 1689405]
XX.JMG.2008199000000.BHE[2407165, 2408665]
XX.JMG.2008199000000.BHE[2762910, 2764680]
XX.JMG.2008199000000.BHE[2983410, 2986980]
XX.JMG.2008199000000.BHE[3380625, 3383625]
XX.JMG.2008199000000.BHE[3606445, 3608815]
XX.JMG.2008199000000.BHE[4429005, 4431495]
XX.JMG.2008199000000.BHE[4504320, 4505940]
XX.JMG.2008199000000.BHE[6024875, 6032585]
XX.JMG.2008199000000.BHE[6032340, 6034020]
XX.JMG.2008199000000.BHE[6782165, 6785105]
XX.JMG.2008199000000.BHE[6956915, 6959615]
XX.JMG.2008199000000.BHE[7046380, 7050190]
XX.JMG.2008199000000.BHE[7237515, 7240365]
XX.JMG.2008199000000.BHE[7800715, 7803745]
XX.JMG.2008199000000.BHE[8315150, 8317580]
XX.JMG.2008199000000.BHE[8369280, 8371650]
XX.JMG.2008199000000.BHE[8375070, 8378220]
XX.JMG.2008199000000.BHE[8574710, 8576090]
XX.PWU.2008185000000.BHZ[394835, 398195]
XX.PWU.2008185000000.BHZ[875055, 876795]
XX.PWU.2008185000000.BHZ[907455, 911235]
XX.PWU.2008185000000.BHZ[1181775, 1185225]
XX.PWU.2008185000000.BHZ[1463335, 1465915]
XX.PWU.2008185000000.BHZ[1502130, 1503660]
XX.PWU.2008185000000.BHZ[1566550, 1568470]
XX.PWU.2008185000000.BHZ[1610515, 1618195]
XX.PWU.2008185000000.BHZ[1666040, 1667300]
XX.PWU.2008185000000.BHZ[2317685, 2321165]
XX.PWU.2008185000000.BHZ[2903380, 2907430]
XX.PWU.2008185000000.BHZ[3771990, 3774600]
XX.PWU.2008185000000.BHZ[3874325, 3876965]
XX.PWU.2008185000000.BHZ[4150075, 4153315]
XX.PWU.2008185000000.BHZ[4476645, 4478115]
XX.PWU.2008185000000.BHZ[5332455, 5333865]
XX.PWU.2008185000000.BHZ[5372315, 5375705]
XX.PWU.2008185000000.BHZ[5789565, 5790825]
XX.PWU.2008185000000.BHZ[6015635, 6017855]
XX.PWU.2008185000000.BHZ[6038820, 6041940]
XX.PWU.2008185000000.BHZ[6055585, 6057955]
XX.PWU.2008185000000.BHZ[7473875, 7476635]
XX.PWU.2008185000000.BHZ[7611670, 7614760]
XX.PWU.2008185000000.BHZ[7843995, 7845225]
XX.PWU.2008185000000.BHZ[7939565, 7942325]
XX.PWU.2008185000000.BHZ[8467350, 8468610]
XX.PWU.2008185000000.BHZ[8518985, 8522525]
XX.JJS.2008206000000.BHN[2005475, 2006855]
XX.JJS.2008206000000.BHN[2613105, 2615205]
XX.JJS.2008206000000.BHN[3056380, 3057940]
XX.JJS.2008206000000.BHN[3057715, 3059305]
XX.JJS.2008206000000.BHN[3866610, 3868170]
XX.JJS.2008206000000.BHN[6777015, 6778185]
XX.JJS.2008206000000.BHN[7945155, 7947075]
XX.HSH.2008212000000.BHZ[215680, 217390]
XX.HSH.2008212000000.BHZ[616000, 621340]
XX.HSH.2008212000000.BHZ[639150, 648210]
XX.HSH.2008212000000.BHZ[4495355, 4499705]
XX.HSH.2008212000000.BHZ[6583470, 6587430]
XX.HSH.2008199000000.BHE[662380, 664750]
XX.HSH.2008199000000.BHE[664675, 667645]
XX.HSH.2008199000000.BHE[1434495, 1437555]
XX.HSH.2008199000000.BHE[1448500, 1450780]
XX.HSH.2008199000000.BHE[1499675, 1500905]
XX.HSH.2008199000000.BHE[1521145, 1525525]
XX.HSH.2008199000000.BHE[1672770, 1675380]
XX.HSH.2008199000000.BHE[2018340, 2020020]
XX.HSH.2008199000000.BHE[2079985, 2082685]
XX.HSH.2008199000000.BHE[2166525, 2168115]
XX.HSH.2008199000000.BHE[2182380, 2185440]
XX.HSH.2008199000000.BHE[2187475, 2189065]
XX.HSH.2008199000000.BHE[2188695, 2191755]
XX.HSH.2008199000000.BHE[2379800, 2380970]
XX.HSH.2008199000000.BHE[2412460, 2413750]
XX.HSH.2008199000000.BHE[2582485, 2584525]
XX.HSH.2008199000000.BHE[2584215, 2586255]
XX.HSH.2008199000000.BHE[2819735, 2821265]
XX.HSH.2008199000000.BHE[2942950, 2944660]
XX.HSH.2008199000000.BHE[2944365, 2946375]
XX.HSH.2008199000000.BHE[2971870, 2973310]
XX.HSH.2008199000000.BHE[3887015, 3890765]
XX.HSH.2008199000000.BHE[4493525, 4495535]
XX.HSH.2008199000000.BHE[5122150, 5124730]
XX.HSH.2008199000000.BHE[5507125, 5509915]
XX.HSH.2008199000000.BHE[6572790, 6574020]
XX.HSH.2008199000000.BHE[7806260, 7808540]
XX.HSH.2008199000000.BHE[8353885, 8356195]
XX.QCH.2008185000000.BHZ[424785, 428295]
XX.QCH.2008185000000.BHZ[525825, 527175]
XX.QCH.2008185000000.BHZ[616615, 617875]
XX.QCH.2008185000000.BHZ[887600, 890180]
XX.QCH.2008185000000.BHZ[887010, 906210]
XX.QCH.2008185000000.BHZ[1317980, 1319840]
XX.QCH.2008185000000.BHZ[1324960, 1327150]
XX.QCH.2008185000000.BHZ[1369900, 1371280]
XX.QCH.2008185000000.BHZ[1392125, 1394285]
XX.QCH.2008185000000.BHZ[1450545, 1452375]
XX.QCH.2008185000000.BHZ[1457055, 1458285]
XX.QCH.2008185000000.BHZ[1461375, 1466745]
XX.QCH.2008185000000.BHZ[1479285, 1480635]
XX.QCH.2008185000000.BHZ[1501580, 1505990]
XX.QCH.2008185000000.BHZ[1551620, 1552940]
XX.QCH.2008185000000.BHZ[1567210, 1568920]
XX.QCH.2008185000000.BHZ[1572890, 1575860]
XX.QCH.2008185000000.BHZ[2299870, 2301610]
XX.QCH.2008185000000.BHZ[2320085, 2321705]
XX.QCH.2008185000000.BHZ[3021240, 3022590]
XX.QCH.2008185000000.BHZ[3191545, 3192985]
XX.QCH.2008185000000.BHZ[3207580, 3209200]
XX.QCH.2008185000000.BHZ[3987465, 3989025]
XX.QCH.2008185000000.BHZ[4322740, 4324420]
XX.QCH.2008185000000.BHZ[5135055, 5137395]
XX.QCH.2008185000000.BHZ[6289595, 6291005]
XX.QCH.2008185000000.BHZ[6675965, 6679625]
XX.QCH.2008185000000.BHZ[6854330, 6856550]
XX.QCH.2008185000000.BHZ[6987200, 6989270]
XX.JJS.2008212000000.BHZ[2682505, 2685445]
XX.JJS.2008212000000.BHZ[4307125, 4308565]
XX.JJS.2008212000000.BHZ[4308980, 4310870]
XX.JJS.2008212000000.BHZ[5526345, 5529105]
XX.JJS.2008212000000.BHZ[5541965, 5544185]
XX.JJS.2008212000000.BHZ[5544070, 5546230]
XX.JJS.2008212000000.BHZ[5546155, 5548195]
XX.JJS.2008212000000.BHZ[5548135, 5550205]
XX.JJS.2008212000000.BHZ[5550125, 5552225]
XX.JJS.2008212000000.BHZ[5552120, 5554220]
XX.JJS.2008212000000.BHZ[5554115, 5556215]
XX.JJS.2008212000000.BHZ[5569190, 5570960]
XX.JJS.2008212000000.BHZ[5576210, 5590010]
XX.JJS.2008212000000.BHZ[5590410, 5594010]
XX.JJS.2008212000000.BHZ[5594410, 5598010]
XX.JJS.2008212000000.BHZ[5598415, 5602015]
XX.JJS.2008212000000.BHZ[5602420, 5606020]
XX.JJS.2008212000000.BHZ[5606425, 5610025]
XX.JJS.2008212000000.BHZ[5610405, 5614035]
XX.JJS.2008212000000.BHZ[6584915, 6586895]
XX.JJS.2008212000000.BHZ[6941830, 6943000]
XX.JJS.2008212000000.BHZ[7901725, 7903255]
XX.JJS.2008212000000.BHZ[8129740, 8132860]
XX.MXI.2008204000000.BHZ[108755, 112775]
XX.MXI.2008204000000.BHZ[127815, 129615]
XX.MXI.2008204000000.BHZ[129460, 130630]
XX.MXI.2008204000000.BHZ[299385, 302325]
XX.MXI.2008204000000.BHZ[317650, 319750]
XX.MXI.2008204000000.BHZ[320745, 322065]
XX.MXI.2008204000000.BHZ[333135, 335595]
XX.MXI.2008204000000.BHZ[431190, 434220]
XX.MXI.2008204000000.BHZ[485125, 486895]
XX.MXI.2008204000000.BHZ[605395, 607135]
XX.MXI.2008204000000.BHZ[819970, 822010]
XX.MXI.2008204000000.BHZ[822015, 823605]
XX.MXI.2008204000000.BHZ[871995, 876585]
XX.MXI.2008204000000.BHZ[959130, 960450]
XX.MXI.2008204000000.BHZ[1134880, 1136590]
XX.MXI.2008204000000.BHZ[1202330, 1204280]
XX.MXI.2008204000000.BHZ[1211540, 1212800]
XX.MXI.2008204000000.BHZ[1302960, 1305420]
XX.MXI.2008204000000.BHZ[1331855, 1334495]
XX.MXI.2008204000000.BHZ[1531815, 1532985]
XX.MXI.2008204000000.BHZ[1543170, 1544370]
XX.MXI.2008204000000.BHZ[1611055, 1613125]
XX.MXI.2008204000000.BHZ[1613955, 1616895]
XX.MXI.2008204000000.BHZ[1645120, 1646530]
XX.MXI.2008204000000.BHZ[1687050, 1688310]
XX.MXI.2008204000000.BHZ[1700845, 1702465]
XX.MXI.2008204000000.BHZ[1899740, 1902050]
XX.MXI.2008204000000.BHZ[1992085, 1993315]
XX.MXI.2008204000000.BHZ[1993555, 1996285]
XX.MXI.2008204000000.BHZ[2039125, 2040505]
XX.MXI.2008204000000.BHZ[2124405, 2126775]
XX.MXI.2008204000000.BHZ[2300010, 2301750]
XX.MXI.2008204000000.BHZ[2793735, 2798025]
XX.MXI.2008204000000.BHZ[2802065, 2804285]
XX.MXI.2008204000000.BHZ[2818885, 2821645]
XX.MXI.2008204000000.BHZ[2872635, 2874465]
XX.MXI.2008204000000.BHZ[3201995, 3203675]
XX.MXI.2008204000000.BHZ[3261940, 3264070]
XX.MXI.2008204000000.BHZ[3378435, 3379845]
XX.MXI.2008204000000.BHZ[3459615, 3461085]
XX.MXI.2008204000000.BHZ[3523695, 3526275]
XX.MXI.2008204000000.BHZ[3730175, 3731975]
XX.MXI.2008204000000.BHZ[3748785, 3751095]
XX.MXI.2008204000000.BHZ[3870405, 3873645]
XX.MXI.2008204000000.BHZ[4026385, 4027885]
XX.MXI.2008204000000.BHZ[4168735, 4171825]
XX.MXI.2008204000000.BHZ[4470825, 4472055]
XX.MXI.2008204000000.BHZ[4543035, 4545075]
XX.MXI.2008204000000.BHZ[4762270, 4763650]
XX.MXI.2008204000000.BHZ[4911500, 4912850]
XX.MXI.2008204000000.BHZ[4990965, 4992435]
XX.MXI.2008204000000.BHZ[5004175, 5006005]
XX.MXI.2008204000000.BHZ[5020695, 5022435]
XX.MXI.2008204000000.BHZ[5503290, 5507550]
XX.MXI.2008204000000.BHZ[5572350, 5574150]
XX.MXI.2008204000000.BHZ[5716890, 5718420]
XX.MXI.2008204000000.BHZ[5720625, 5723685]
XX.MXI.2008204000000.BHZ[6378355, 6379615]
XX.MXI.2008204000000.BHZ[6556090, 6557830]
XX.MXI.2008204000000.BHZ[6912725, 6913985]
XX.MXI.2008204000000.BHZ[7246235, 7248785]
XX.MXI.2008204000000.BHZ[7502495, 7505855]
XX.MXI.2008204000000.BHZ[7574975, 7576205]
XX.MXI.2008204000000.BHZ[7670565, 7672965]
XX.MXI.2008204000000.BHZ[7673325, 7674945]
XX.MXI.2008204000000.BHZ[7745770, 7747210]
XX.MXI.2008204000000.BHZ[8147790, 8149740]
XX.MXI.2008204000000.BHZ[8224675, 8228695]
XX.JJS.2008199000000.BHE[81480, 84180]
XX.JJS.2008199000000.BHE[3084290, 3086150]
XX.JJS.2008199000000.BHE[3568840, 3571660]
XX.JJS.2008199000000.BHE[3926405, 3929915]
XX.JJS.2008199000000.BHE[4493175, 4494615]
XX.JJS.2008199000000.BHE[4720155, 4721355]
XX.JJS.2008199000000.BHE[5387195, 5388365]
XX.JJS.2008199000000.BHE[5716650, 5720130]
XX.JJS.2008199000000.BHE[6778315, 6779485]
XX.JJS.2008199000000.BHE[8312045, 8313635]
XX.SPA.2008186000000.BHE[572935, 574525]
XX.JMG.2008213000000.BHE[1176720, 1178280]
XX.JMG.2008213000000.BHE[1351085, 1355495]
XX.JMG.2008213000000.BHE[1779920, 1781990]
XX.JMG.2008213000000.BHE[1810645, 1814305]
XX.JMG.2008213000000.BHE[3525695, 3528275]
