GS.WDT.2008215000000.BHN|[]
XX.PWU.2008205000000.BHE|[[45385, 46760], [58890, 60865], [68100, 69100], [100460, 108060], [109770, 111120], [187905, 189030], [205010, 206160], [222665, 224990], [326055, 328255], [426965, 431390], [475275, 476650], [661875, 665100], [686200, 691675], [700965, 703115], [756875, 759675], [817210, 820835], [856730, 859280], [899725, 908025], [942810, 947235], [1129855, 1133230], [1192245, 1195095], [1348305, 1351080], [1403190, 1406515], [1428050, 1429450], [1472205, 1476055], [1584735, 1588760], [1638455, 1641555], [1681715, 1685165], [1873915, 1875065], [1991855, 1993880], [2029280, 2030430], [2039040, 2040090], [2151195, 2152845], [2183805, 2186255], [2235485, 2237560], [2409975, 2412750], [2883955, 2886030], [2914740, 2916115], [2942380, 2943355], [2955195, 2959345], [3257900, 3260875], [3277310, 3281160], [3307900, 3310850], [3339855, 3342030], [3398390, 3401065], [3518270, 3519470], [3934825, 3935875], [4103690, 4106515], [4175110, 4179985], [4194125, 4197700], [4219630, 4222105], [4411620, 4416895], [4429270, 4432495], [4437200, 4438400], [4464920, 4470970], [4496310, 4503060], [4571330, 4572780], [4597090, 4598415], [4670085, 4671160], [4672120, 4675045], [4793850, 4796100], [4893225, 4894400], [4904365, 4906390], [4991275, 4994250], [5011245, 5013745], [5132240, 5135015], [5167390, 5170290], [5213340, 5214490], [5391755, 5394680], [5467105, 5468305], [5532935, 5534085], [5563425, 5564600], [5616560, 5623860], [5786475, 5789250], [5967975, 5970425], [6019080, 6021455], [6086705, 6092430], [6161765, 6163115], [6165175, 6166150], [6166180, 6168405], [6302840, 6316790], [6330705, 6334380], [6342780, 6345005], [6349580, 6352755], [6360350, 6363725], [6375355, 6382305], [6405985, 6409310], [6515835, 6519860], [6524335, 6525360], [6558475, 6563050], [6583400, 6589100], [6854830, 6857730], [6930075, 6933375], [6953950, 6956875], [7019975, 7023725], [7091770, 7093770], [7109170, 7111920], [7145100, 7149050], [7170050, 7191425], [7191855, 7193905], [7194430, 7195455], [7202685, 7207210], [7208795, 7210370], [7210625, 7212375], [7212420, 7217795], [7244875, 7246175], [7248320, 7261845], [7268880, 7270655], [7296515, 7298190], [7324465, 7325640], [7334430, 7338130], [7350665, 7357015], [7357050, 7359075], [7376380, 7377505], [7380540, 7385165], [7424210, 7426760], [7449000, 7450425], [7476650, 7478250], [7502695, 7504020], [7506415, 7513890], [7533680, 7534830], [7539140, 7543340], [7581650, 7583175], [7663270, 7666370], [7666400, 7668425], [7674430, 7675855], [7735235, 7742235], [7826665, 7827690], [7837110, 7842460], [7954260, 7957360], [7981895, 7984320], [7985715, 7989640], [7992395, 7993670], [7994195, 7995895], [8003835, 8005135], [8024495, 8025995], [8046720, 8047870], [8095370, 8102770], [8255580, 8260205], [8356045, 8357320], [8479485, 8483885], [8538065, 8545665], [8561765, 8565890], [8603405, 8604530], [8612350, 8615150]]
XX.QCH.2008204000000.BHZ|[[81035, 82410], [108535, 112585], [188150, 190000], [417760, 433660], [506805, 508280], [567090, 569615], [656175, 657200], [753195, 754170], [817795, 822470], [863955, 865030], [871680, 875430], [916845, 918145], [948645, 949995], [978495, 980020], [1134940, 1136765], [1309815, 1316540], [1343880, 1347230], [1502220, 1503345], [1651095, 1652670], [1738720, 1741770], [2031525, 2032500], [2165315, 2167740], [2215490, 2220315], [2372085, 2374035], [2389760, 2393235], [2434260, 2435235], [2569690, 2572940], [2675675, 2678000], [2737160, 2738135], [2792830, 2797105], [2819120, 2821345], [2845330, 2851555], [2961450, 2962425], [2990885, 2992385], [2993615, 2997340], [3130505, 3132880], [3134445, 3137645], [3191725, 3193000], [3221410, 3231710], [3232580, 3234630], [3260410, 3262560], [3285300, 3286775], [3328940, 3333640], [3344450, 3345675], [3374775, 3376625], [3509650, 3510850], [3563460, 3565460], [3615075, 3618500], [3946185, 3948135], [3948565, 3950315], [4169030, 4172055], [4240110, 4241510], [4470465, 4472990], [4544330, 4546405], [4588240, 4590365], [4665430, 4667480], [4758920, 4761120], [4820310, 4825085], [4879505, 4881405], [4900340, 4911940], [4939020, 4941645], [5135935, 5137260], [5226830, 5227955], [5319335, 5320685], [5350310, 5351410], [5389920, 5391095], [5501380, 5505905], [5697445, 5698645], [5720715, 5724065], [6025880, 6029180], [6074945, 6079370], [6102640, 6106015], [6413875, 6414900], [6846745, 6848095], [6911765, 6913190], [6989800, 6991475], [7066595, 7076195], [7087880, 7094530], [7104450, 7113500], [7499755, 7502180], [7629595, 7636920], [7659430, 7669230], [7669260, 7675535], [7841465, 7844890], [7884850, 7888350], [7995355, 7997455], [8014850, 8017525], [8052735, 8053935], [8223445, 8227395], [8385255, 8386955], [8461330, 8466380], [8635305, 8637330]]
XX.WCH.2008204000000.BHE|[]
XX.SPA.2008206000000.BHE|[[180200, 181325], [358650, 362025], [362070, 367620], [431075, 438325], [505715, 507065], [516430, 522855], [1561280, 1563080], [1563485, 1568610], [1589365, 1596490], [1800835, 1803285], [1983910, 1996860], [1996895, 1999370], [1999870, 2001670], [2001720, 2003395], [2163280, 2164705], [2492145, 2496920], [2579795, 2604595], [2604625, 2609800], [2609840, 2611990], [2638915, 2643190], [2716470, 2718520], [2730405, 2732155], [2891070, 2893695], [3052750, 3057050], [3057245, 3058945], [3058975, 3061350], [3298430, 3300330], [3314600, 3315625], [3404825, 3406175], [3461885, 3463135], [3494660, 3495635], [3531860, 3533685], [3537370, 3545445], [4161945, 4162970], [4421835, 4424510], [4465045, 4466645], [5399875, 5403675], [6272485, 6278410], [6499495, 6501145], [6947420, 6948945], [7317335, 7320035], [7529245, 7538320], [7538585, 7539660], [7689905, 7693680], [7713230, 7717530], [7944650, 7950750], [8284400, 8285425], [8396680, 8399080], [8636555, 8639980]]
XX.PWU.2008205000000.BHN|[[45380, 46730], [59070, 60745], [68155, 69230], [94570, 95545], [100475, 107625], [109795, 111170], [187860, 189085], [205035, 206135], [222670, 224920], [326055, 328655], [426975, 431375], [475345, 476445], [661865, 664640], [686200, 691550], [700970, 702920], [756880, 759830], [817205, 820605], [856730, 859080], [899740, 908765], [942790, 946715], [1129855, 1133230], [1192245, 1194795], [1348330, 1350655], [1403165, 1406915], [1428025, 1429375], [1472195, 1476270], [1584735, 1589110], [1638455, 1641705], [1681735, 1685185], [1874005, 1875230], [1991865, 1994215], [2150800, 2153225], [2183835, 2186335], [2230745, 2231920], [2235490, 2237290], [2409990, 2412840], [2884235, 2885860], [2914630, 2916255], [2955200, 2959400], [3257900, 3261050], [3277320, 3281470], [3307905, 3310880], [3339585, 3342010], [3398395, 3400820], [3518280, 3520005], [3934615, 3935990], [4103695, 4106545], [4175115, 4180140], [4194130, 4197580], [4220220, 4221820], [4411615, 4416840], [4429270, 4432470], [4437230, 4438430], [4464950, 4470850], [4496630, 4503155], [4571125, 4572775], [4597090, 4598290], [4670060, 4671135], [4672125, 4675325], [4793840, 4796015], [4893225, 4894650], [4904370, 4906420], [4991280, 4994205], [5011250, 5013775], [5050990, 5051990], [5132255, 5135205], [5167370, 5170470], [5213290, 5214440], [5391755, 5394705], [5467110, 5468285], [5532770, 5534245], [5563035, 5564910], [5616560, 5623760], [5673745, 5674720], [5786475, 5789525], [5967975, 5970350], [6019085, 6021360], [6086710, 6091735], [6161880, 6162905], [6165205, 6166430], [6166460, 6167910], [6302840, 6316590], [6330715, 6334340], [6342790, 6345265], [6349580, 6353055], [6360365, 6363790], [6375360, 6382335], [6406010, 6409335], [6515840, 6520215], [6524335, 6525885], [6558470, 6563020], [6583400, 6589075], [6854835, 6857560], [6930080, 6932155], [6932195, 6933595], [6953955, 6956630], [7019980, 7022580], [7091160, 7093810], [7109170, 7111845], [7145095, 7148895], [7170050, 7193825], [7202720, 7207395], [7208835, 7210410], [7210755, 7218230], [7245010, 7245985], [7248335, 7257760], [7257805, 7261830], [7268985, 7270510], [7296705, 7298680], [7334435, 7338210], [7350665, 7356965], [7380545, 7384420], [7416840, 7418365], [7424510, 7426810], [7436185, 7437210], [7448950, 7450375], [7476720, 7478395], [7506420, 7513370], [7534145, 7535545], [7539155, 7543505], [7581335, 7583010], [7663290, 7668065], [7674455, 7675905], [7735235, 7741560], [7826775, 7827775], [7837125, 7841525], [7954160, 7957460], [7981895, 7984445], [7985740, 7990315], [7992420, 7993545], [7994255, 7995755], [8024380, 8026180], [8095370, 8101945], [8255575, 8259700], [8356145, 8357170], [8432965, 8434540], [8479485, 8483860], [8538065, 8546765], [8561765, 8565165], [8603400, 8604500], [8612355, 8615330]]
XX.QCH.2008205000000.BHE|[[57215, 58965], [101190, 106040], [222100, 223125], [426640, 429915], [685885, 689510], [899140, 906490], [942385, 945285], [1132105, 1133105], [1402765, 1405040], [1473315, 1474390], [1584510, 1587385], [1637850, 1639250], [1680945, 1683220], [2149960, 2151010], [2409120, 2411120], [2954325, 2957375], [3257490, 3259065], [3277335, 3279710], [4103870, 4104970], [4174060, 4178135], [4218320, 4219620], [4410610, 4414460], [4465260, 4468710], [4495605, 4497130], [4498865, 4501715], [4595330, 4596630], [4706270, 4707370], [4990970, 4992270], [5561840, 5562840], [5617220, 5621620], [5785820, 5787370], [5967540, 5968890], [6018220, 6019670], [6088285, 6090960], [6302130, 6314805], [6342155, 6343130], [6348860, 6350685], [6360885, 6362135], [6375215, 6380490], [6405265, 6407615], [6516050, 6518600], [6559870, 6562045], [6583380, 6587330], [7019905, 7021205], [7090130, 7092180], [7108710, 7109860], [7147235, 7148435], [7169015, 7189365], [7189395, 7191120], [7191155, 7194655], [7201570, 7205770], [7207175, 7208325], [7211435, 7215485], [7247280, 7254805], [7256990, 7259440], [7266995, 7268370], [7294580, 7296305], [7333395, 7335970], [7349620, 7355895], [7379500, 7383225], [7422615, 7424515], [7500800, 7501900], [7505370, 7511395], [7541340, 7542415], [7579680, 7581055], [7662215, 7663915], [7664345, 7666470], [7734285, 7739460], [7824885, 7825885], [7836090, 7839715], [7981165, 7982390], [7985025, 7987900], [8094325, 8101100], [8254285, 8257960], [8478770, 8482020], [8536985, 8543585], [8543615, 8544690], [8560725, 8563675]]
XX.WCH.2008204000000.BHN|[]
XX.SPA.2008206000000.BHN|[[361965, 367490], [431835, 437310], [505605, 506855], [516445, 522470], [1565190, 1568390], [1589410, 1595485], [1983960, 2001735], [2163160, 2164860], [2492275, 2496675], [2579890, 2608115], [2608155, 2609555], [2609590, 2611415], [2611455, 2612455], [2639855, 2643180], [2686345, 2687495], [2716530, 2718480], [2730200, 2732125], [2891240, 2893815], [3052890, 3056790], [3057075, 3061750], [3404915, 3406590], [3915305, 3916380], [4161950, 4163075], [4421845, 4424570], [4465095, 4466970], [4653605, 4654605], [5399875, 5403250], [6272460, 6278485], [6499840, 6501090], [6947335, 6948635], [7317090, 7319765], [7529155, 7538955], [7689940, 7694540], [7713270, 7717820], [7815010, 7816085], [7944680, 7950130], [8395930, 8398755], [8636550, 8639975]]
XX.PWU.2008205000000.BHZ|[[44765, 46740], [58770, 60570], [68115, 69740], [94810, 95935], [100465, 107340], [109765, 111490], [222645, 225020], [273500, 274650], [326045, 328545], [426965, 430940], [661835, 664835], [686200, 691300], [700970, 702920], [756875, 759650], [817205, 820480], [856730, 858805], [899725, 908050], [942790, 946690], [1129825, 1133075], [1192220, 1194720], [1348300, 1350600], [1403165, 1406815], [1472195, 1476120], [1584735, 1588635], [1638430, 1641655], [1681730, 1684955], [1873820, 1875970], [1991655, 1993830], [2028665, 2030415], [2150795, 2152495], [2183805, 2185630], [2230745, 2232070], [2235455, 2237855], [2409965, 2412765], [2883725, 2886025], [2914610, 2916460], [2942370, 2943545], [2955195, 2959320], [3257900, 3260650], [3277310, 3281460], [3307900, 3310750], [3339550, 3341925], [3398390, 3401015], [3494610, 3495760], [3518250, 3520175], [3879180, 3880305], [4103690, 4106265], [4175110, 4179560], [4194100, 4197600], [4219115, 4221940], [4411595, 4416295], [4429270, 4432145], [4437200, 4438800], [4464675, 4470125], [4496300, 4502700], [4571120, 4572695], [4596940, 4598415], [4669980, 4671180], [4672095, 4675095], [4707810, 4709060], [4793850, 4796025], [4893220, 4894570], [4904350, 4906450], [4991275, 4994350], [5011245, 5013745], [5132240, 5134765], [5167345, 5170420], [5213035, 5214660], [5348300, 5349275], [5391755, 5394730], [5467105, 5468405], [5532810, 5534210], [5563060, 5564785], [5594450, 5595650], [5616560, 5623160], [5786475, 5789650], [5968450, 5970000], [6019080, 6021355], [6086665, 6092115], [6165040, 6168390], [6225230, 6226230], [6302835, 6316560], [6330700, 6334900], [6342865, 6345040], [6349580, 6352780], [6360365, 6363590], [6375355, 6381255], [6405980, 6409330], [6515835, 6520035], [6524330, 6525305], [6558465, 6562890], [6583375, 6588675], [6854810, 6857610], [6930070, 6932845], [6953950, 6957025], [7019975, 7023675], [7091150, 7093900], [7109170, 7111670], [7145085, 7149485], [7170050, 7194500], [7194530, 7195930], [7202710, 7207585], [7208005, 7210355], [7210400, 7211850], [7211890, 7217690], [7244955, 7245930], [7248335, 7257335], [7258010, 7261285], [7268440, 7270465], [7296055, 7298480], [7334410, 7338135], [7350665, 7356990], [7357035, 7358635], [7380530, 7384405], [7424150, 7426825], [7449275, 7450450], [7476335, 7478010], [7506415, 7513290], [7532945, 7534720], [7539110, 7543235], [7580410, 7583060], [7663280, 7668405], [7674195, 7675945], [7735220, 7741695], [7837110, 7842035], [7954135, 7957260], [7981870, 7984295], [7985725, 7989525], [7992395, 7993570], [7993600, 7995625], [8003750, 8004900], [8024350, 8026125], [8095345, 8102195], [8255325, 8259875], [8432965, 8433990], [8479485, 8483810], [8538060, 8545910], [8561740, 8565015], [8603385, 8604935], [8612350, 8615325]]
XX.QCH.2008205000000.BHN|[[57215, 58765], [101220, 105570], [222100, 223075], [392435, 393960], [399200, 400325], [402675, 403775], [426580, 429605], [453820, 455020], [685890, 689465], [899140, 906065], [942385, 945235], [1132235, 1133235], [1402775, 1404675], [1473370, 1474495], [1584550, 1586700], [1637855, 1639230], [1680945, 1682570], [2409125, 2410800], [2954335, 2956735], [3257495, 3259020], [3277700, 3279275], [4174060, 4177735], [4410600, 4414025], [4465440, 4468665], [4495610, 4496685], [4498900, 4502000], [5617250, 5621450], [5785825, 5787100], [5967525, 5968525], [6018220, 6019245], [6087640, 6088765], [6089255, 6090905], [6302130, 6313305], [6313335, 6315485], [6348865, 6350465], [6375220, 6379520], [6405265, 6407015], [6516405, 6518230], [6560315, 6561640], [6583385, 6586910], [6931050, 6932275], [7090125, 7091600], [7108715, 7109715], [7147220, 7148195], [7169015, 7192015], [7192045, 7194070], [7196525, 7197575], [7201675, 7204325], [7211435, 7216035], [7247275, 7255575], [7257015, 7259340], [7294585, 7296185], [7333385, 7335085], [7349620, 7355070], [7355105, 7356480], [7379490, 7382190], [7422860, 7424435], [7505365, 7510540], [7510580, 7511805], [7662235, 7663360], [7664340, 7666040], [7734265, 7739240], [7836090, 7839965], [7985025, 7987575], [8094320, 8100320], [8254280, 8257605], [8478770, 8481370], [8536985, 8544210], [8560715, 8562890]]
XX.WCH.2008204000000.BHZ|[]
XX.SPA.2008206000000.BHZ|[[431750, 437350], [516425, 522175], [1589405, 1595505], [1983910, 2001485], [2492140, 2495815], [2579790, 2606890], [2606930, 2610480], [2610530, 2612830], [2638900, 2642800], [2716585, 2718285], [2730410, 2732035], [2889595, 2892970], [3052610, 3056735], [3057175, 3061125], [5399850, 5403475], [6272425, 6276925], [7317490, 7319565], [7529150, 7537900], [7689900, 7693950], [7713225, 7717300], [7944650, 7950050], [8395590, 8398815], [8636455, 8639980]]
XX.PWU.2008206000000.BHE|[[38800, 44025], [121045, 124895], [172565, 174040], [313985, 317735], [390000, 391000], [391070, 394795], [428940, 434765], [502350, 507275], [515055, 523105], [592970, 597595], [688100, 692475], [800245, 802420], [843315, 847565], [1163915, 1165890], [1184740, 1187315], [1332750, 1334075], [1343710, 1347585], [1588120, 1594545], [1598550, 1601450], [1731850, 1734450], [1771410, 1772785], [1796955, 1798205], [1847670, 1849120], [1891925, 1893050], [1982540, 1998015], [1999090, 2002865], [2026135, 2027710], [2159815, 2164790], [2287845, 2291145], [2351150, 2353375], [2491410, 2500585], [2524175, 2528925], [2571695, 2573395], [2578500, 2612350], [2615030, 2618880], [2619220, 2621220], [2637545, 2644070], [2663325, 2664325], [2667035, 2671210], [2682905, 2687080], [2705560, 2710160], [2713490, 2718415], [2726790, 2732765], [2742215, 2743240], [2762530, 2764205], [2767715, 2772615], [2807525, 2811050], [2867870, 2869770], [2888240, 2894140], [2913005, 2914180], [3001705, 3003430], [3052655, 3062005], [3131140, 3132890], [3162360, 3164985], [3243510, 3245635], [3273780, 3275580], [3289675, 3291800], [3335350, 3337575], [3351420, 3354295], [3404495, 3406770], [3467515, 3468715], [3529920, 3533545], [3607945, 3609270], [3644335, 3647235], [3664050, 3666175], [3726305, 3727330], [3773245, 3776145], [3851675, 3853025], [3853055, 3854155], [3868455, 3870155], [3902160, 3903910], [3913260, 3916510], [3991625, 3992675], [4037725, 4038750], [4156890, 4162640], [4248120, 4251020], [4420325, 4425650], [4461725, 4466725], [4508895, 4510020], [4554080, 4556055], [4644835, 4647660], [4650150, 4653600], [4654080, 4657330], [4885585, 4888160], [5093620, 5094820], [5123390, 5127190], [5127900, 5129675], [5172635, 5175460], [5357085, 5360760], [5398370, 5405495], [5502375, 5504225], [5529055, 5530255], [5633790, 5638240], [5728170, 5729745], [5921915, 5923215], [5975965, 5976940], [5981850, 5984600], [6052335, 6056710], [6129340, 6132240], [6161590, 6163915], [6272335, 6278860], [6278905, 6280530], [6333800, 6336300], [6459600, 6463525], [6469485, 6470910], [6496685, 6501010], [6681705, 6684805], [6944110, 6948285], [7193095, 7194445], [7314375, 7320025], [7348050, 7349025], [7364250, 7366575], [7401765, 7403865], [7424925, 7428675], [7433135, 7434385], [7471165, 7474340], [7529210, 7539410], [7590055, 7591480], [7688525, 7693950], [7711850, 7717775], [7717820, 7720220], [7773490, 7774690], [7811580, 7815605], [7943285, 7951560], [8105780, 8107305], [8140480, 8141780], [8231005, 8232005], [8395565, 8401140], [8477545, 8480370], [8480405, 8481430], [8485695, 8488045], [8636435, 8639985]]
